Date,Time,Transaction Details,Transaction ID,UTR No,Type,Amount,Category,Year,Month
"Jun 03, 2024",03:53 PM,Paid to Bakery Fressh & Crissp,AC222406031553250598483789,452100506564,Debit,60.0,Food & Dining,2024,2024-06
"Jun 04, 2024",03:55 PM,Paid to EKART,T2406041555406139817850,452218665381,Debit,554.0,Shopping & E-Commerce,2024,2024-06
"Jun 07, 2024",02:30 PM,Paid to QUICK PICK COFFEE,T2406071430441945147841,415910388902,Debit,4.0,Food & Dining,2024,2024-06
"Jun 07, 2024",05:19 PM,Paid to SRI NEEVI MASS COOL DRINKS,T2406071719000760195118,415911844532,Debit,20.0,Food & Dining,2024,2024-06
"Jun 07, 2024",07:09 PM,Paid to PONLAIT CHILLZ 54 17,T2406071909507478972300,415927555968,Debit,25.0,Food & Dining,2024,2024-06
"Jun 07, 2024",07:25 PM,Paid to KANNAMMA FRUIT SHOP,AC222406071925559906291458,452530727860,Debit,100.0,Food & Dining,2024,2024-06
"Jun 07, 2024",08:57 PM,Paid to AMMAN FRUITS VEGETABLES,T2406072057519309950939,415964523218,Debit,60.0,Food & Dining,2024,2024-06
"Jun 08, 2024",04:52 PM,Paid to MILON JUICE SHOP,T2406081652299726946163,416085963611,Debit,150.0,Food & Dining,2024,2024-06
"Jun 09, 2024",04:19 PM,Paid to Sri Ganga Store,AC222406091619312156924905,452794826333,Debit,50.0,Food & Dining,2024,2024-06
"Jun 09, 2024",04:49 PM,Paid to City Store,AC222406091649251449548832,452753788193,Debit,100.0,Food & Dining,2024,2024-06
"Jun 09, 2024",07:32 PM,Paid to SBM STORE,AC222406091932529356856392,452703926909,Debit,30.0,Food & Dining,2024,2024-06
"Jun 09, 2024",09:02 PM,Paid to VIRUTHAI STAR RESTAURANT,T2406092102535179862745,416158946661,Debit,80.0,Food & Dining,2024,2024-06
"Jun 14, 2024",12:22 PM,Paid to Bakery Fressh & Crissp,T2406141222391003201756,453275457054,Debit,90.0,Food & Dining,2024,2024-06
"Jun 17, 2024",09:45 AM,Paid to DIVYA JUICE CENTRE,T2406170945031551626165,453539871688,Debit,140.0,Food & Dining,2024,2024-06
"Jun 19, 2024",08:14 PM,Paid to YASH ANAND FUEL SERVICE,T2406192014197214359326,417115059766,Debit,100.0,Transport & Fuel,2024,2024-06
"Jun 21, 2024",08:15 PM,Paid to Hungry Heist & Hello Momo,T2406212015286505261585,453918813514,Debit,120.0,Food & Dining,2024,2024-06
"Jun 25, 2024",07:21 PM,Paid to KRISHNA PETROLEUM-KRISHNA PETROLEUM,T2406251921344672756748,454374019596,Debit,100.0,Transport & Fuel,2024,2024-06
"Jun 27, 2024",11:37 PM,Paid to GOOGLE INDIA DIGITAL SERVICES PVT LTD,AXI54fa8930683e44f28ecb3aeae75d01b5,417957418795,Debit,254.99,Subscriptions & Digital,2024,2024-06
"Jul 01, 2024",09:05 PM,Paid to Sri Vinayaka Watch works and Book Stores,AC222407012105371402523236,454967915235,Debit,30.0,Food & Dining,2024,2024-07
"Jul 02, 2024",09:59 PM,Paid to Jio Prepaid Recharges,T2407022159280520853901,418400057037,Debit,155.0,Mobile Recharge,2024,2024-07
"Jul 02, 2024",10:00 PM,Paid to Jio Prepaid Recharges,T2407022200552706461956,418468701532,Debit,155.0,Mobile Recharge,2024,2024-07
"Jul 02, 2024",10:02 PM,Paid to Jio Prepaid Recharges,T2407022202198816461110,418484051563,Debit,155.0,Mobile Recharge,2024,2024-07
"Jul 02, 2024",10:04 PM,Paid to Jio Prepaid Recharges,T2407022204187312953877,418426770983,Debit,155.0,Mobile Recharge,2024,2024-07
"Jul 02, 2024",10:07 PM,Paid to Jio Prepaid Recharges,T2407022206599658479965,418447959540,Debit,155.0,Mobile Recharge,2024,2024-07
"Jul 02, 2024",10:07 PM,Paid to Jio Prepaid Recharges,T2407022207366280782375,418421340017,Debit,155.0,Mobile Recharge,2024,2024-07
"Jul 14, 2024",06:22 PM,Paid to RAZORPAY,OM2407141820459208658970D,456272603534,Debit,1.0,Subscriptions & Digital,2024,2024-07
"Jul 14, 2024",08:34 PM,Paid to ZEPTO,T2407142034326771151501,419670913338,Debit,402.0,Shopping & E-Commerce,2024,2024-07
"Jul 17, 2024",09:36 PM,Paid to CHIRUS BIRYANI,T2407172136303460697800,419970632475,Debit,80.0,Food & Dining,2024,2024-07
"Jul 20, 2024",09:39 AM,Paid to Indian Railways Catering and Tourism Corp Ltd,OM2407200939079633891444D,456890701623,Debit,2379.05,Travel & Stays,2024,2024-07
"Jul 28, 2024",04:08 PM,Paid to Jio Prepaid Recharges,T2407281608483339758836,421087467198,Debit,69.0,Mobile Recharge,2024,2024-07
"Aug 01, 2024",01:33 PM,Paid to Gaythri Hotel,AC222408011333446457560126,458004086557,Debit,65.0,Food & Dining,2024,2024-08
"Aug 02, 2024",12:37 PM,Paid to Y V Tea Stall,AC222408021237238085413578,458101602909,Debit,20.0,Food & Dining,2024,2024-08
"Aug 02, 2024",02:24 PM,Paid to Hassan Iyangar Bakery,AC222408021424104077635663,458136533030,Debit,80.0,Food & Dining,2024,2024-08
"Aug 02, 2024",02:32 PM,Paid to Pappu Nishad,AC222408021432217851620427,458177512318,Debit,25.0,Food & Dining,2024,2024-08
"Aug 02, 2024",02:56 PM,Paid to Balaji gents parlour,AC222408021455587117635940,458181740146,Debit,100.0,Personal Care,2024,2024-08
"Aug 02, 2024",06:37 PM,Paid to KukuFM,OMA2408021836496942771221D,421554996311,Debit,359.0,Subscriptions & Digital,2024,2024-08
"Aug 06, 2024",09:34 PM,Paid to Y V Tea Stall,AC222408062133587528589287,458555879957,Debit,10.0,Food & Dining,2024,2024-08
"Aug 06, 2024",09:42 PM,Paid to Y V Tea Stall,AC222408062141503410758185,458532506799,Debit,10.0,Food & Dining,2024,2024-08
"Aug 08, 2024",06:57 PM,Paid to Sri Brahmalingeswara juice and condiments,T2408081857378683486010,422157277560,Debit,42.0,Food & Dining,2024,2024-08
"Aug 08, 2024",06:59 PM,Paid to Sri Brahmalingeswara juice and condiments,T2408081859426352672605,422132395024,Debit,42.0,Food & Dining,2024,2024-08
"Aug 09, 2024",09:23 PM,Paid to CHIRUS BIRYANI,T2408092123350921711975,422285805382,Debit,155.0,Food & Dining,2024,2024-08
"Aug 13, 2024",06:54 PM,Paid to Y V Tea Stall,AC222408131854393407092347,459220176388,Debit,10.0,Food & Dining,2024,2024-08
"Aug 14, 2024",05:30 PM,Paid to TESTBOOK COM,T2408141730274423118643,422713067564,Debit,307.0,Subscriptions & Digital,2024,2024-08
"Aug 14, 2024",10:55 PM,Paid to Juice Bar,T2408142255439665743421,422743444418,Debit,40.0,Food & Dining,2024,2024-08
"Aug 26, 2024",01:22 PM,Paid to Gaythri Hotel,T2408261322173175372873,460595508343,Debit,145.0,Food & Dining,2024,2024-08
"Aug 26, 2024",06:28 PM,Paid to BMRC,T2408261828440276161187,423917020830,Debit,106.4,Transport & Fuel,2024,2024-08
"Aug 31, 2024",02:24 PM,Paid to Manglore fresh,AC222408311424213036264185,461045852901,Debit,311.0,Groceries & Essentials,2024,2024-08
"Sep 12, 2024",01:36 PM,Paid to Shaadi ki biryani,AC222409121336520814330638,462204572054,Debit,50.0,Food & Dining,2024,2024-09
"Sep 19, 2024",07:34 PM,Paid to Hassan Iyangar Bakery,AC222409191934512806340925,462985910865,Debit,65.0,Food & Dining,2024,2024-09
"Sep 19, 2024",09:27 PM,Paid to Juice Bar,T2409192127568298232844,426350700128,Debit,40.0,Food & Dining,2024,2024-09
"Sep 20, 2024",10:38 PM,Paid to Mangalore fresh,AC222409202238557025950388,463028897304,Debit,78.0,Groceries & Essentials,2024,2024-09
"Sep 25, 2024",09:01 PM,Paid to Juice Bar,T2409252101441993080120,426990253029,Debit,40.0,Food & Dining,2024,2024-09
"Sep 26, 2024",01:47 PM,Paid to Shaadi ki biryani,AC222409261347533305447791,463645369866,Debit,80.0,Food & Dining,2024,2024-09
"Sep 28, 2024",07:36 PM,Paid to MORNING STAR BOMBAY SALOON,T2409281936310728093022,427251106324,Debit,120.0,Food & Dining,2024,2024-09
"Sep 28, 2024",07:41 PM,Paid to Mangalore fresh,AC222409281941319598196322,463848542103,Debit,120.0,Groceries & Essentials,2024,2024-09
"Sep 29, 2024",09:44 PM,Paid to SRI DURGA PARMESHWARI CONDIMENTS,AC222409292144044133135523,463973032564,Debit,20.0,Groceries & Essentials,2024,2024-09
"Sep 30, 2024",10:58 PM,Paid to Mamtha medical,AC222409302257595889434811,464021176059,Debit,14.0,Medical & Health,2024,2024-09
"Oct 06, 2024",02:50 PM,Paid to Amazon India,T2410061450175844683519,428024185006,Debit,555.32,Shopping & E-Commerce,2024,2024-10
"Oct 08, 2024",08:47 AM,Paid to BMTC BUS KA51AJ6651,T2410080847111314845589,330795959684,Debit,5.0,Transport & Fuel,2024,2024-10
"Oct 08, 2024",09:40 PM,Paid to Bhrama Lingeshwara,AC222410082140448815823077,814530370799,Debit,32.0,Food & Dining,2024,2024-10
"Oct 10, 2024",12:11 PM,Paid to Royal Mart Supermarket-Richmond Town C3,T2410101211400436632557,498420799511,Debit,69.0,Groceries & Essentials,2024,2024-10
"Oct 12, 2024",10:49 PM,Paid to Tea Break Chiklane,AC222410122249268785823500,564763136603,Debit,20.0,Food & Dining,2024,2024-10
"Oct 15, 2024",06:29 PM,Paid to BMTC BUS KA51AJ7201,T2410151829288526700914,100311069447,Debit,20.0,Transport & Fuel,2024,2024-10
"Oct 18, 2024",06:34 PM,Paid to VARAHA CAFE,T2410181834525315885219,382048736741,Debit,80.0,Food & Dining,2024,2024-10
"Oct 25, 2024",09:50 PM,Paid to Juice Bar,T2410252150373924435866,199726629194,Debit,40.0,Food & Dining,2024,2024-10
"Oct 26, 2024",07:13 PM,Paid to Fruit shope,AC222410261913329604734632,809813315890,Debit,170.0,Food & Dining,2024,2024-10
"Nov 04, 2024",10:55 AM,Paid to Richmond soft drinks,AC222411041055233197115402,619065452698,Debit,20.0,Food & Dining,2024,2024-11
"Nov 10, 2024",01:27 PM,Paid to BMTC BUS KA01F9003,T2411101327436459640305,700046369300,Debit,40.0,Transport & Fuel,2024,2024-11
"Nov 11, 2024",01:35 PM,Paid to Shaadi ki biryani,AC222411111335410594636341,255275740702,Debit,180.0,Food & Dining,2024,2024-11
"Nov 12, 2024",07:05 PM,Paid to Sushil Pan Shop,AC222411121905105180945292,403512980999,Debit,12.0,Groceries & Essentials,2024,2024-11
"Nov 17, 2024",05:44 PM,Paid to Sri Brahmalingeswara juice and condiments,T2411171743595786213930,618997803113,Debit,48.0,Food & Dining,2024,2024-11
"Nov 19, 2024",10:34 PM,Paid to SRI BRAHMALINGESHWARA BAKERY,T2411192234346969795326,537459491309,Debit,40.0,Food & Dining,2024,2024-11
"Nov 23, 2024",09:50 PM,Paid to STAR BAZAAR,T2411232150216231939390,685122978172,Debit,85.0,Groceries & Essentials,2024,2024-11
"Nov 30, 2024",10:04 AM,Paid to BMTC BUS KA57F1779,T2411301004272139589773,911419579233,Debit,245.0,Transport & Fuel,2024,2024-11
"Nov 30, 2024",06:23 PM,Paid to Pappu Nishad,AC222411301823163870679830,863051170744,Debit,25.0,Food & Dining,2024,2024-11
"Nov 30, 2024",06:27 PM,Paid to Pappu Nishad,AC222411301827183357368374,650812720203,Debit,10.0,Food & Dining,2024,2024-11
"Nov 30, 2024",11:08 PM,Paid to Amazon Bill Pay,APL01937e27274faceea3684a0e1eff1912,433540455370,Debit,99.0,Shopping & E-Commerce,2024,2024-11
"Dec 01, 2024",12:00 PM,Paid to Myntra,OM2412011200045244084990D,762898371836,Debit,408.0,Shopping & E-Commerce,2024,2024-12
"Dec 03, 2024",07:36 PM,Paid to RICHMOND SOFT DRINKING,AC222412031936543280989343,36676801806,Debit,10.0,Food & Dining,2024,2024-12
"Dec 08, 2024",11:36 AM,Paid to MORNING STAR BOMBAY SALOON,T2412081136377641978941,228714883797,Debit,120.0,Food & Dining,2024,2024-12
"Dec 09, 2024",09:12 AM,Paid to Fatima medicals,T2412090912288108898673,336358494496,Debit,6.0,Medical & Health,2024,2024-12
"Dec 09, 2024",05:32 PM,Paid to Royal Mart Supermarket-Richmond Town C2,T2412091732038002749086,755932463452,Debit,109.0,Groceries & Essentials,2024,2024-12
"Dec 09, 2024",09:09 PM,Paid to Sri Brahmalingeswara juice and condiments,T2412092109443568370861,595497954964,Debit,20.0,Food & Dining,2024,2024-12
"Dec 12, 2024",09:30 AM,Paid to RICHMOND SOFT DRINKING,AC222412120930535464161465,339404126682,Debit,60.0,Food & Dining,2024,2024-12
"Dec 12, 2024",10:16 PM,Paid to Mamtha medical,AC222412122216059922896322,935409050827,Debit,35.0,Medical & Health,2024,2024-12
"Dec 13, 2024",01:33 PM,Paid to Shaadi ki biryani,AC222412131333458550939420,426157938200,Debit,80.0,Food & Dining,2024,2024-12
"Dec 14, 2024",02:18 PM,Paid to y v tea shop,T2412141418474197504920,914053748312,Debit,40.0,Food & Dining,2024,2024-12
"Dec 16, 2024",10:14 PM,Paid to Hassan Iyangar Bakery,AC222412162214317259296356,499994818872,Debit,40.0,Food & Dining,2024,2024-12
"Dec 19, 2024",08:50 AM,Paid to MEDPLUS ADUGODI,T2412190850414848139663,476293319389,Debit,72.0,Medical & Health,2024,2024-12
"Dec 19, 2024",03:20 PM,Paid to Anuyojya House Of Garments,T2412191520259553740678,151414096014,Debit,2150.0,Shopping & E-Commerce,2024,2024-12
"Dec 21, 2024",10:18 PM,Paid to HOTEL MEHMAN NAVAZ RESTAURANT,AC222412212217022398174990,75238697892,Debit,210.0,Food & Dining,2024,2024-12
"Dec 23, 2024",10:09 PM,Paid to Mangalore fresh,AC222412232209547819296342,598480445419,Debit,102.0,Groceries & Essentials,2024,2024-12
"Dec 27, 2024",10:02 PM,Paid to KRISHNA FOOD CORNER,T2412272202366350588916,932481892300,Debit,90.0,Food & Dining,2024,2024-12
"Dec 29, 2024",08:33 AM,Paid to Amazon Bill Pay,APL0194105d7034133b8fb091e44fe0be80,436493747052,Debit,99.0,Shopping & E-Commerce,2024,2024-12
"Dec 31, 2024",02:04 PM,Paid to Royal Mart Supermarket-Richmond Town C2,T2412311404308670042760,210695586521,Debit,269.0,Groceries & Essentials,2024,2024-12
"Jan 01, 2025",02:19 PM,Paid to ARUL SHIVA FRUIT STALL,AC222501011419201493707509,302617363626,Debit,40.0,Groceries & Essentials,2025,2025-01
"Jan 03, 2025",01:23 PM,Paid to Koshys Bakery,T2501031323165217098639,467552200074,Debit,160.0,Food & Dining,2025,2025-01
"Jan 05, 2025",11:43 AM,Paid to Mangalore fresh,AC222501051143426591881468,605306071919,Debit,121.0,Groceries & Essentials,2025,2025-01
"Jan 07, 2025",08:22 PM,Paid to Momos,AC222501072022118485403590,496564593027,Debit,60.0,Food & Dining,2025,2025-01
"Jan 11, 2025",05:36 PM,Paid to Jio Prepaid Recharges,T2501111736413148233328,381794517403,Debit,479.0,Mobile Recharge,2025,2025-01
"Jan 14, 2025",12:35 PM,Paid to Mangalore fresh,AC222501141235356019634201,361510025328,Debit,73.0,Groceries & Essentials,2025,2025-01
"Jan 15, 2025",11:57 PM,Paid to Myntra,OM2501152357351140230596,503159503457,Debit,591.0,Shopping & E-Commerce,2025,2025-01
"Jan 16, 2025",12:00 AM,Paid to Myntra,OM2501160000204280230631,206670790482,Debit,1821.0,Shopping & E-Commerce,2025,2025-01
"Jan 16, 2025",08:48 AM,Paid to BMTC BUS KA51AJ6376,T2501160848231051715048,205754081744,Debit,12.0,Transport & Fuel,2025,2025-01
"Jan 16, 2025",07:36 PM,Paid to BMTC BUS KA57F0398,T2501161936385959958525,891515538402,Debit,6.0,Transport & Fuel,2025,2025-01
"Jan 17, 2025",06:17 PM,Paid to BMTC BUS KA57F4732,T2501171817218660401816,290164877385,Debit,30.0,Transport & Fuel,2025,2025-01
"Jan 17, 2025",06:38 PM,Paid to y v tea shop,T2501171838193097963244,39971524298,Debit,30.0,Food & Dining,2025,2025-01
"Jan 18, 2025",03:17 PM,Paid to Flipkart,OM2501181517025810319286,167541970601,Debit,1042.0,Shopping & E-Commerce,2025,2025-01
"Jan 18, 2025",03:46 PM,Paid to MORNING STAR BOMBAY SALOON,T2501181546300539687267,168500520543,Debit,120.0,Food & Dining,2025,2025-01
"Jan 18, 2025",08:12 PM,Paid to Amazon Pay,T2501182011568354278878,291662223522,Debit,849.0,Shopping & E-Commerce,2025,2025-01
"Jan 18, 2025",08:21 PM,Paid to Flipkart,OM2501182021461570319032,394380286270,Debit,842.0,Shopping & E-Commerce,2025,2025-01
"Jan 20, 2025",08:30 PM,Paid to Flipkart,OM2501202030204958894250,961489886893,Debit,559.0,Shopping & E-Commerce,2025,2025-01
"Jan 21, 2025",08:35 AM,Paid to BMTC BUS KA57F5853,T2501210835024904734285,502219534095,Debit,12.0,Transport & Fuel,2025,2025-01
"Jan 21, 2025",01:38 PM,Paid to Shaadi ki biryani,AC222501211338428028939462,802574881537,Debit,390.0,Food & Dining,2025,2025-01
"Jan 21, 2025",08:44 PM,Paid to Mangalore fresh,AC222501212044439188939979,142235128371,Debit,149.0,Groceries & Essentials,2025,2025-01
"Jan 23, 2025",09:10 AM,Paid to Fatima medicals,T2501230910045296324902,832435858454,Debit,10.0,Medical & Health,2025,2025-01
"Jan 23, 2025",08:57 PM,Paid to BMTC BUS KA51AJ6392,T2501232056568170726375,34693897723,Debit,6.0,Transport & Fuel,2025,2025-01
"Jan 24, 2025",08:55 AM,Paid to CAO FA BMTC BANGALORE,T2501240855157850228285,281712492508,Debit,6.0,Transport & Fuel,2025,2025-01
"Jan 24, 2025",12:47 PM,Paid to Amazon Pay,T2501241247086983289249,779852691808,Debit,599.0,Shopping & E-Commerce,2025,2025-01
"Jan 25, 2025",07:21 PM,Paid to Meesho,OM2501251921205212589139,505864687709,Debit,212.0,Shopping & E-Commerce,2025,2025-01
"Jan 26, 2025",12:23 PM,Paid to Amazon India,T2501261223112959893731,925739954610,Debit,595.0,Shopping & E-Commerce,2025,2025-01
"Jan 26, 2025",01:52 PM,Paid to Mangalore fresh,AC222501261352248558181659,924513640738,Debit,44.0,Groceries & Essentials,2025,2025-01
"Jan 26, 2025",08:05 PM,Paid to Zudio Koramangla Z017,T2501262005152396446226,828175001918,Debit,1335.0,Shopping & E-Commerce,2025,2025-01
"Jan 26, 2025",08:18 PM,Paid to STAR BAZAAR,T2501262017550798765603,570149399908,Debit,1037.0,Groceries & Essentials,2025,2025-01
"Jan 28, 2025",08:46 AM,Paid to BMTC BUS KA57F3469,T2501280846266534144910,928538371391,Debit,6.0,Transport & Fuel,2025,2025-01
"Jan 29, 2025",08:47 AM,Paid to BMTC BUS KA51AJ6902,T2501290846598980171492,168367449658,Debit,6.0,Transport & Fuel,2025,2025-01
"Jan 29, 2025",06:24 PM,Paid to BMTC BUS KA51AJ7201,T2501291824155080749908,272331291942,Debit,30.0,Transport & Fuel,2025,2025-01
"Jan 30, 2025",08:46 AM,Paid to BMTC BUS KA51AJ6902,T2501300846275672272819,531342249991,Debit,12.0,Transport & Fuel,2025,2025-01
"Jan 30, 2025",01:19 PM,Paid to Shaadi ki biryani,AC222501301319129571975973,605613121274,Debit,130.0,Food & Dining,2025,2025-01
"Feb 02, 2025",06:56 PM,Paid to Indian Railways Catering and Tourism Corp Ltd,OM2502021856093761639126,788214164878,Debit,2379.05,Travel & Stays,2025,2025-02
"Feb 03, 2025",08:55 AM,Paid to BMTC BUS KA57F0076,T2502030855421592340865,190662619564,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 03, 2025",06:19 PM,Paid to BMTC BUS KA51AK1287,T2502031819233757149096,999704935510,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 03, 2025",06:49 PM,Paid to Manglore fresh,AC222502031849147784440729,522981393753,Debit,188.0,Groceries & Essentials,2025,2025-02
"Feb 03, 2025",07:02 PM,Paid to Amazon India,T2502031902246309791900,215462598317,Debit,595.0,Shopping & E-Commerce,2025,2025-02
"Feb 03, 2025",09:13 PM,Paid to Sanjay medical and general stores,T2502032113522343240742,873667717244,Debit,38.0,Medical & Health,2025,2025-02
"Feb 04, 2025",01:30 PM,Paid to Shaadi ki biryani,T2502041330273039295396,583205504964,Debit,90.0,Food & Dining,2025,2025-02
"Feb 04, 2025",07:02 PM,Paid to BMTC BUS KA57F2721,T2502041902256459500013,452672082485,Debit,30.0,Transport & Fuel,2025,2025-02
"Feb 04, 2025",07:18 PM,Paid to y v tea shop,T2502041918220144226398,260634954244,Debit,20.0,Food & Dining,2025,2025-02
"Feb 05, 2025",04:54 PM,Paid to FLIPKART INTERNET PVT LTD,APB584405fbaee94978a47fefc3400c59b6,503616497722,Debit,4879.0,Shopping & E-Commerce,2025,2025-02
"Feb 05, 2025",09:13 PM,Paid to Juice Bar,AC222502052113333019557965,930373500837,Debit,60.0,Food & Dining,2025,2025-02
"Feb 06, 2025",09:07 AM,Paid to BMTC BUS KA57F0179,T2502060906594832096229,114693074010,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 07, 2025",08:57 AM,Paid to BMTC BUS KA57F5853,T2502070856538736059963,896895672099,Debit,30.0,Transport & Fuel,2025,2025-02
"Feb 07, 2025",01:27 PM,Paid to Shaadi ki biryani,AC222502071327521679083754,21845795382,Debit,40.0,Food & Dining,2025,2025-02
"Feb 08, 2025",11:14 AM,Paid to y v tea shop,T2502081114124095228845,426108790755,Debit,20.0,Food & Dining,2025,2025-02
"Feb 10, 2025",09:03 AM,Paid to BMTC BUS KA57F2723,T2502100903500577742980,548944440600,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 11, 2025",01:40 PM,Paid to Shaadi ki biryani,AC222502111340175059412498,39982887352,Debit,40.0,Food & Dining,2025,2025-02
"Feb 11, 2025",06:59 PM,Paid to BMTC BUS KA57F4619,T2502111859529658195528,28512889429,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 11, 2025",07:19 PM,Paid to Manglore fresh,AC222502111919269528229611,550537564089,Debit,21.0,Groceries & Essentials,2025,2025-02
"Feb 12, 2025",01:37 PM,Paid to Shaadi ki biryani,AC222502121337528399083809,822969823363,Debit,90.0,Food & Dining,2025,2025-02
"Feb 13, 2025",01:25 PM,Paid to Shaadi ki biryani,AC222502131325063637937452,683913260092,Debit,50.0,Food & Dining,2025,2025-02
"Feb 14, 2025",09:16 AM,Paid to BMTC BUS KA57F6024,T2502140915567745138847,623491966796,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 15, 2025",01:53 PM,Paid to Manglore fresh,AC222502151353464354723488,627418996250,Debit,154.0,Groceries & Essentials,2025,2025-02
"Feb 17, 2025",08:58 AM,Paid to BMTC BUS KA57F5853,T2502170858462083547337,866835153938,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 17, 2025",07:21 PM,Paid to BMTC BUS KA51AJ6164,T2502171921054478174275,928845035260,Debit,18.0,Transport & Fuel,2025,2025-02
"Feb 18, 2025",08:44 AM,Paid to BMTC BUS KA51AJ6376,T2502180844114385660940,105847647356,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 18, 2025",07:20 PM,Paid to BMTC BUS KA57F3840,T2502181920284015097264,800757235907,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 18, 2025",07:36 PM,Paid to Sushil Pan Shop,AC222502181936293150041175,220373143987,Debit,10.0,Groceries & Essentials,2025,2025-02
"Feb 19, 2025",08:45 AM,Paid to BMTC BUS KA57F3469,T2502190845418838591542,439470252489,Debit,18.0,Transport & Fuel,2025,2025-02
"Feb 19, 2025",01:21 PM,Paid to Shaadi ki biryani,AC222502191321236957788250,651518362321,Debit,100.0,Food & Dining,2025,2025-02
"Feb 19, 2025",06:53 PM,Paid to BMTC BUS KA01F9394,T2502191853426953634352,14832129694,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 19, 2025",08:45 PM,Paid to Mangalore fresh,AC222502192045379779083375,825278529513,Debit,145.0,Groceries & Essentials,2025,2025-02
"Feb 20, 2025",08:56 AM,Paid to BMTC BUS KA51AJ6376,T2502200856484914538717,23481233409,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 20, 2025",01:38 PM,Paid to Shaadi ki biryani,AC222502201338403168248473,581640961869,Debit,120.0,Food & Dining,2025,2025-02
"Feb 21, 2025",01:35 PM,Paid to Shaadi ki biryani,AC222502211335440761416263,751737021484,Debit,50.0,Food & Dining,2025,2025-02
"Feb 24, 2025",01:27 PM,Paid to Shaadi ki biryani,T2502241327223310847958,65503029598,Debit,40.0,Food & Dining,2025,2025-02
"Feb 24, 2025",08:39 PM,Paid to BMTC BUS KA51AJ6392,T2502242039329088861653,607668295646,Debit,12.0,Transport & Fuel,2025,2025-02
"Feb 24, 2025",10:26 PM,Paid to Mangalore fresh,AC222502242226010261340741,320936201702,Debit,251.0,Groceries & Essentials,2025,2025-02
"Feb 25, 2025",08:57 AM,Paid to BMTC BUS KA57F0179,T2502250857075488079828,149114807824,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 25, 2025",01:30 PM,Paid to Shaadi ki biryani,T2502251330289546310506,651117690913,Debit,40.0,Food & Dining,2025,2025-02
"Feb 26, 2025",09:18 AM,Paid to BMTC BUS KA57F6024,T2502260918037936634505,578681071837,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 27, 2025",09:16 AM,Paid to BMTC BUS KA57F3409,T2502270916167713862701,532352347235,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 27, 2025",01:34 PM,Paid to Shaadi ki biryani,AC222502271334406104556763,306367972223,Debit,40.0,Food & Dining,2025,2025-02
"Feb 27, 2025",06:56 PM,Paid to BMTC BUS KA51AJ7201,T2502271856181457336650,14284169912,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 28, 2025",09:02 AM,Paid to BMTC BUS KA57F0076,T2502280901577079357079,388763405431,Debit,6.0,Transport & Fuel,2025,2025-02
"Feb 28, 2025",01:33 PM,Paid to Gaythri Hotel,T2502281333445587270002,913837233577,Debit,55.0,Food & Dining,2025,2025-02
"Mar 01, 2025",05:15 PM,Paid to MORNING STAR BOMBAY SALOON,T2503011715137467531605,867881122827,Debit,120.0,Food & Dining,2025,2025-03
"Mar 02, 2025",08:57 PM,Paid to Sri Brahmalingeswara juice and condiments,T2503022057491331963147,651334705062,Debit,15.0,Food & Dining,2025,2025-03
"Mar 03, 2025",09:27 AM,Paid to BMTC BUS KA57F2723,T2503030927465210047029,585859643652,Debit,6.0,Transport & Fuel,2025,2025-03
"Mar 03, 2025",01:31 PM,Paid to Shaadi ki biryani,T2503031330576457845562,215925159673,Debit,40.0,Food & Dining,2025,2025-03
"Mar 03, 2025",01:31 PM,Paid to Shaadi ki biryani,T2503031331380011372791,821340880784,Debit,80.0,Food & Dining,2025,2025-03
"Mar 03, 2025",07:00 PM,Paid to Mangalore fresh,T2503031900358487792750,794798129875,Debit,86.0,Groceries & Essentials,2025,2025-03
"Mar 03, 2025",08:15 PM,Paid to y v tea shop,T2503032015206883237237,835584964690,Debit,20.0,Food & Dining,2025,2025-03
"Mar 03, 2025",11:19 PM,Paid to Flipkart,OM2503032319513967420299,22719377062,Debit,2008.0,Shopping & E-Commerce,2025,2025-03
"Mar 04, 2025",09:07 AM,Paid to BMTC BUS KA57F4241,T2503040907302557902048,664608795175,Debit,6.0,Transport & Fuel,2025,2025-03
"Mar 04, 2025",01:40 PM,Paid to Shaadi ki biryani,T2503041340079385233913,9175578948,Debit,80.0,Food & Dining,2025,2025-03
"Mar 04, 2025",06:21 PM,Paid to BMTC BUS KA51AK0968,T2503041821411379939219,228164654072,Debit,12.0,Transport & Fuel,2025,2025-03
"Mar 05, 2025",08:58 AM,Paid to BMTC BUS KA51AJ6164,T2503050858419708106237,607757075845,Debit,6.0,Transport & Fuel,2025,2025-03
